Set,Champion,Cost,Role,Origin 1,Origin 2,Class 1,Class 2,Range,Summary,Skill Description,Step,Skill Type,Trigger (When),Condition (Only if),Action Source,Legacy action,Aim Target,Offset,AOE (hex),Skill Range,Count,Volley Shape,Fire Timing,Cast (s),Effect Recipient,Effect Category,Effect Detail,Amount,Scaling Type,Scaling,Effect Cadence,Effect Duration (s),Action group
Set 10,Gragas,2 Gold,APTank,Disco,,Spellweaver,Bruiser,1,Heal-then-Chill Tank,"Heal 500/575/650 Health over 2/2/2 seconds. Then, deal 190/285/440% Ability Power magic damage to adjacent enemies and Chill them for 3/3/3 seconds. Chill: Reduce Attack Speed by 30%.",2,Active,After Step 1,—,Self,Circle AOE,Current,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,190/285/440% AP,—,—,Once,—,AOE
Set 10,Gragas,2 Gold,APTank,Disco,,Spellweaver,Bruiser,1,Heal-then-Chill Tank,"Heal 500/575/650 Health over 2/2/2 seconds. Then, deal 190/285/440% Ability Power magic damage to adjacent enemies and Chill them for 3/3/3 seconds. Chill: Reduce Attack Speed by 30%.",2,Active,After Step 1,—,Self,Circle AOE,Current,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Status,Chill,—,—,—,Once,3,AOE
Set 10,Jax,2 Gold,APFighter,EDM,,Mosher,,1,Leaping Splash Fighter,"Leap at the highest Health enemy within 2/2/2 hexes and deal 230/345/520% Ability Power magic damage to them. Then, deal 140/210/315% Ability Power magic damage to all adjacent enemies. Gain 10/10/10% Attack Damage and Ability Power for the rest of combat.",1,Active,On Cast,—,Self,Move,Highest HP (within 2 hex),—,—,1,1,—,—,—,Self,Movement,(reposition),—,—,—,Once,—,Movement
Set 10,Jax,2 Gold,APFighter,EDM,,Mosher,,1,Leaping Splash Fighter,"Leap at the highest Health enemy within 2/2/2 hexes and deal 230/345/520% Ability Power magic damage to them. Then, deal 140/210/315% Ability Power magic damage to all adjacent enemies. Gain 10/10/10% Attack Damage and Ability Power for the rest of combat.",2,Active,After Step 1,—,Self,Cast,Highest HP (within 2 hex),—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,230/345/520% AP,—,—,Once,—,Direct
Set 10,Jax,2 Gold,APFighter,EDM,,Mosher,,1,Leaping Splash Fighter,"Leap at the highest Health enemy within 2/2/2 hexes and deal 230/345/520% Ability Power magic damage to them. Then, deal 140/210/315% Ability Power magic damage to all adjacent enemies. Gain 10/10/10% Attack Damage and Ability Power for the rest of combat.",2,Active,After Step 1,—,Self,Cast,Highest HP (within 2 hex),—,—,1,1,—,—,—,Self,Buff,AD,10%,—,—,Once,Permanent,Direct
Set 10,Jax,2 Gold,APFighter,EDM,,Mosher,,1,Leaping Splash Fighter,"Leap at the highest Health enemy within 2/2/2 hexes and deal 230/345/520% Ability Power magic damage to them. Then, deal 140/210/315% Ability Power magic damage to all adjacent enemies. Gain 10/10/10% Attack Damage and Ability Power for the rest of combat.",2,Active,After Step 1,—,Self,Cast,Highest HP (within 2 hex),—,—,1,1,—,—,—,Self,Buff,AP,10%,—,—,Once,Permanent,Direct
Set 10,Jax,2 Gold,APFighter,EDM,,Mosher,,1,Leaping Splash Fighter,"Leap at the highest Health enemy within 2/2/2 hexes and deal 230/345/520% Ability Power magic damage to them. Then, deal 140/210/315% Ability Power magic damage to all adjacent enemies. Gain 10/10/10% Attack Damage and Ability Power for the rest of combat.",3,Active,After Step 2,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,140/210/315% AP,—,—,Once,—,AOE
Set 10,Lux,3 Gold,APCasterHighMana,EDM,,Dazzler,,5,Piercing Beam Caster,"Fire a beam at the farthest enemy, dealing 250/375/550% Ability Power magic damage to all enemies it hits.",1,Active,On Cast,—,Self,Laser Shot,Farthest enemy,default,unknown,5,1,—,—,—,Enemies in path,Attack,Damage,250/375/550% AP,—,—,Once,—,Beam
Set 10,Blitzcrank,4 Gold,APTank,Disco,,Sentinel,,1,Periodic-Zap Shield Tank,"Passive: Deal 100/150/1000% Ability Power magic damage to a nearby enemy every 2/2/2 seconds. Active: Gain a 600/750/2000% Ability Power Shield. For 5/5/5 seconds, Blitzcrank's Passive deals damage every second and deals an additional 1/1/1% of the target's max Health as magic damage.",0.1,Passive,Game Start,If not Empowered,Self,Cast,Nearest enemy,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,100/150/1000% AP,—,—,Every 2s,Permanent,Direct
Set 10,Blitzcrank,4 Gold,APTank,Disco,,Sentinel,,1,Periodic-Zap Shield Tank,"Passive: Deal 100/150/1000% Ability Power magic damage to a nearby enemy every 2/2/2 seconds. Active: Gain a 600/750/2000% Ability Power Shield. For 5/5/5 seconds, Blitzcrank's Passive deals damage every second and deals an additional 1/1/1% of the target's max Health as magic damage.",0.1,Passive,Game Start,If Empowered,Self,Cast,Nearest enemy,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,100/150/1000% AP,—,—,Every 1s,5,Direct
Set 10,Blitzcrank,4 Gold,APTank,Disco,,Sentinel,,1,Periodic-Zap Shield Tank,"Passive: Deal 100/150/1000% Ability Power magic damage to a nearby enemy every 2/2/2 seconds. Active: Gain a 600/750/2000% Ability Power Shield. For 5/5/5 seconds, Blitzcrank's Passive deals damage every second and deals an additional 1/1/1% of the target's max Health as magic damage.",0.1,Passive,Game Start,If Empowered,Self,Cast,Nearest enemy,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,1% max HP,Derived,+1% target max HP,Every 1s,5,Direct
Set 10,Blitzcrank,4 Gold,APTank,Disco,,Sentinel,,1,Periodic-Zap Shield Tank,"Passive: Deal 100/150/1000% Ability Power magic damage to a nearby enemy every 2/2/2 seconds. Active: Gain a 600/750/2000% Ability Power Shield. For 5/5/5 seconds, Blitzcrank's Passive deals damage every second and deals an additional 1/1/1% of the target's max Health as magic damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Shield,600/750/2000% AP,—,—,Once,—,Direct
Set 10,Blitzcrank,4 Gold,APTank,Disco,,Sentinel,,1,Periodic-Zap Shield Tank,"Passive: Deal 100/150/1000% Ability Power magic damage to a nearby enemy every 2/2/2 seconds. Active: Gain a 600/750/2000% Ability Power Shield. For 5/5/5 seconds, Blitzcrank's Passive deals damage every second and deals an additional 1/1/1% of the target's max Health as magic damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Status,Empowered,—,—,—,Once,5,Direct
Set 10,Twisted Fate,4 Gold,APCarry,Disco,,Dazzler,,5,Card-Barrage Shred Carry,Throw 21 cards (scales with Attack Speed) divided between the current target and 3 nearest enemies. They reduce Magic Resist by 1 and deal 50/75/225% Ability Power magic damage.,1,Active,On Cast,—,Self,Homing Projectile,Current + 3 nearest,default,default,5,21 (AS-scaled),—,Consecutive,—,Same to Aim Target,Attack,Damage,50/75/225% AP,—,—,Once,—,Projectile
Set 10,Twisted Fate,4 Gold,APCarry,Disco,,Dazzler,,5,Card-Barrage Shred Carry,Throw 21 cards (scales with Attack Speed) divided between the current target and 3 nearest enemies. They reduce Magic Resist by 1 and deal 50/75/225% Ability Power magic damage.,1,Active,On Cast,—,Self,Homing Projectile,Current + 3 nearest,default,default,5,21 (AS-scaled),—,Consecutive,—,Same to Aim Target,Debuff,MR,1,—,—,Once,—,Projectile
Set 10,Zac,4 Gold,APTank,EDM,,Bruiser,,1,Bouncing Stun Tank,"Bounce 3/3/3 times on nearby enemies. Each bounce deals 120/180/1200% Ability Power magic damage, Stuns for 1/1/1 second, and heals Zac for 120/160/800% Ability Power Health.",1,Active,On Cast,—,Self,Bounce Charge,Nearest enemy,default,default,1,3,—,Consecutive,—,Same to Aim Target,Attack,Damage,120/180/1200% AP,—,—,Once,—,Charge
Set 10,Zac,4 Gold,APTank,EDM,,Bruiser,,1,Bouncing Stun Tank,"Bounce 3/3/3 times on nearby enemies. Each bounce deals 120/180/1200% Ability Power magic damage, Stuns for 1/1/1 second, and heals Zac for 120/160/800% Ability Power Health.",1,Active,On Cast,—,Self,Bounce Charge,Nearest enemy,default,default,1,3,—,Consecutive,—,Same to Aim Target,Status,Stun,—,—,—,Once,1,Charge
Set 10,Zac,4 Gold,APTank,EDM,,Bruiser,,1,Bouncing Stun Tank,"Bounce 3/3/3 times on nearby enemies. Each bounce deals 120/180/1200% Ability Power magic damage, Stuns for 1/1/1 second, and heals Zac for 120/160/800% Ability Power Health.",1,Active,On Cast,—,Self,Bounce Charge,Nearest enemy,default,default,1,3,—,Consecutive,—,Self,Buff,Heal,120/160/800% AP,—,—,Once,—,Charge
Set 10,Zed,4 Gold,ADReaper,EDM,,Crowd Diver,,1,Mark-and-Shadow Assassin,"Mark the current target and spawn an untargetable Shadow with 185/185/370% Attack Damage for 4/4/4 seconds. After a brief delay or when the marked enemy falls below 15% health, deal an additional 350/350/700% Attack Damage physical damage.",1,Active,On Cast,—,Self,Cast,Current,—,—,1,1,—,—,—,Same to Aim Target,Status,Mark,—,—,—,Once,—,Direct
Set 10,Zed,4 Gold,ADReaper,EDM,,Crowd Diver,,1,Mark-and-Shadow Assassin,"Mark the current target and spawn an untargetable Shadow with 185/185/370% Attack Damage for 4/4/4 seconds. After a brief delay or when the marked enemy falls below 15% health, deal an additional 350/350/700% Attack Damage physical damage.",2,Active,After Step 1,—,Self,Hero Summon,Current,—,—,1,1,—,—,—,—,Summon,(summon),185/185/370% AD,—,—,Once,4,Summon
Set 10,Zed,4 Gold,ADReaper,EDM,,Crowd Diver,,1,Mark-and-Shadow Assassin,"Mark the current target and spawn an untargetable Shadow with 185/185/370% Attack Damage for 4/4/4 seconds. After a brief delay or when the marked enemy falls below 15% health, deal an additional 350/350/700% Attack Damage physical damage.",3,Active,After Step 2,After delay or Target < 15% HP,Self,Cast,Current,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,350/350/700% AD,—,—,Once,—,Direct
Set 10,Annie,1 Gold,APCaster,Emo,,Spellweaver,,5,Cast-Stacking Splash Mage,"Passive: After 4/4/4 casts, gain 40/40/40% Attack Speed and casts deal 80/120/180% Ability Power magic damage to another nearby enemy. Active: Deal 220/330/495% Ability Power magic damage to the current target.",0.1,Passive,On 4th Cast,—,Self,Cast,Self,—,—,5,—,—,—,—,Self,Buff,Attack Speed,40/40/40%,—,—,Once,Permanent,Direct
Set 10,Annie,1 Gold,APCaster,Emo,,Spellweaver,,5,Cast-Stacking Splash Mage,"Passive: After 4/4/4 casts, gain 40/40/40% Attack Speed and casts deal 80/120/180% Ability Power magic damage to another nearby enemy. Active: Deal 220/330/495% Ability Power magic damage to the current target.",0.1,Passive,On 4th Cast,—,Self,Cast,Self,—,—,5,—,—,—,—,Self,Status,Empowered,—,—,—,Once,Permanent,Direct
Set 10,Annie,1 Gold,APCaster,Emo,,Spellweaver,,5,Cast-Stacking Splash Mage,"Passive: After 4/4/4 casts, gain 40/40/40% Attack Speed and casts deal 80/120/180% Ability Power magic damage to another nearby enemy. Active: Deal 220/330/495% Ability Power magic damage to the current target.",1,Active,On Cast,—,Self,Cast,Current,—,—,5,—,—,—,—,Same to Aim Target,Attack,Damage,220/330/495% AP,—,—,Once,—,Direct
Set 10,Annie,1 Gold,APCaster,Emo,,Spellweaver,,5,Cast-Stacking Splash Mage,"Passive: After 4/4/4 casts, gain 40/40/40% Attack Speed and casts deal 80/120/180% Ability Power magic damage to another nearby enemy. Active: Deal 220/330/495% Ability Power magic damage to the current target.",2,Active,On Cast,If Empowered,Self,Cast,Nearest enemy,—,—,5,—,—,—,—,Same to Aim Target,Attack,Damage,80/120/180% AP,—,—,Once,—,Direct
Set 10,Amumu,3 Gold,APTank,Emo,,Guardian,,1,Armor-Stacking Stun Guardian,"Passive: When attacked, gain 4/4/4 Armor (stacks up to 25/25/25 times). Active: Deal 80/120/190% Ability Power and 150/175/200% Armor magic damage to adjacent enemies. Every 3rd cast hits enemies within 2 hexes and Stuns them for 1.5/1.5/1.5 seconds.",0.1,Passive,On Attacked,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Armor,4/4/4,Stacking,up to 25/25/25 stacks,Once,Permanent,Direct
Set 10,Amumu,3 Gold,APTank,Emo,,Guardian,,1,Armor-Stacking Stun Guardian,"Passive: When attacked, gain 4/4/4 Armor (stacks up to 25/25/25 times). Active: Deal 80/120/190% Ability Power and 150/175/200% Armor magic damage to adjacent enemies. Every 3rd cast hits enemies within 2 hexes and Stuns them for 1.5/1.5/1.5 seconds.",1,Active,On Cast,If not 3rd Cast,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,80/120/190% AP + 150/175/200% Armor,—,—,Once,—,AOE
Set 10,Amumu,3 Gold,APTank,Emo,,Guardian,,1,Armor-Stacking Stun Guardian,"Passive: When attacked, gain 4/4/4 Armor (stacks up to 25/25/25 times). Active: Deal 80/120/190% Ability Power and 150/175/200% Armor magic damage to adjacent enemies. Every 3rd cast hits enemies within 2 hexes and Stuns them for 1.5/1.5/1.5 seconds.",1,Active,On Cast,If 3rd Cast,Self,Circle AOE,Self,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Attack,Damage,80/120/190% AP + 150/175/200% Armor,—,—,Once,—,AOE
Set 10,Amumu,3 Gold,APTank,Emo,,Guardian,,1,Armor-Stacking Stun Guardian,"Passive: When attacked, gain 4/4/4 Armor (stacks up to 25/25/25 times). Active: Deal 80/120/190% Ability Power and 150/175/200% Armor magic damage to adjacent enemies. Every 3rd cast hits enemies within 2 hexes and Stuns them for 1.5/1.5/1.5 seconds.",1,Active,On Cast,If 3rd Cast,Self,Circle AOE,Self,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Stun,—,—,—,Once,1.5/1.5/1.5,AOE
Set 10,Vex,3 Gold,APCaster,Emo,,Executioner,,4,Shadow Stun Executioner,"Send a shadow to the current target that Stuns enemies within 1 hex for 1.5/1.5/1.5 seconds. Then, it deals 255/380/610% Ability Power magic damage to enemies within 1 hex.",1,Active,On Cast,—,Self,Spawn At Target,Current,default,default,4,1,—,—,—,—,—,—,—,—,—,—,—,Direct
Set 10,Vex,3 Gold,APCaster,Emo,,Executioner,,4,Shadow Stun Executioner,"Send a shadow to the current target that Stuns enemies within 1 hex for 1.5/1.5/1.5 seconds. Then, it deals 255/380/610% Ability Power magic damage to enemies within 1 hex.",2,Active,After Step 1,—,Step 1 Spawn,Circle AOE,Step 1 Aim target,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Status,Stun,—,—,—,Once,1.5/1.5/1.5,AOE
Set 10,Vex,3 Gold,APCaster,Emo,,Executioner,,4,Shadow Stun Executioner,"Send a shadow to the current target that Stuns enemies within 1 hex for 1.5/1.5/1.5 seconds. Then, it deals 255/380/610% Ability Power magic damage to enemies within 1 hex.",2,Active,After Step 1,—,Step 1 Spawn,Circle AOE,Step 1 Aim target,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Attack,Damage,255/380/610% AP,—,—,Once,—,AOE
Set 10,Poppy,4 Gold,ADTank,Emo,,Mosher,,1,Bonus-HP Hammer Mosher,"Passive: Gain Attack Damage equal to 3% of bonus Health. Active: Gain 100 Armor and Magic Resistance for 6 seconds. Hammer the nearest enemy 3 times; each deals 260/260/525% Attack Damage physical damage and heals for 5/5/10% of Poppy's max Health, increased by Ability Power. If this kills an enemy, slam an additional time.",0.1,Passive,Game Start,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,AD,3% bonus HP,Derived,of bonus Health,Once,Permanent,Direct
Set 10,Poppy,4 Gold,ADTank,Emo,,Mosher,,1,Bonus-HP Hammer Mosher,"Passive: Gain Attack Damage equal to 3% of bonus Health. Active: Gain 100 Armor and Magic Resistance for 6 seconds. Hammer the nearest enemy 3 times; each deals 260/260/525% Attack Damage physical damage and heals for 5/5/10% of Poppy's max Health, increased by Ability Power. If this kills an enemy, slam an additional time.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Armor,100,—,—,Once,6,Direct
Set 10,Poppy,4 Gold,ADTank,Emo,,Mosher,,1,Bonus-HP Hammer Mosher,"Passive: Gain Attack Damage equal to 3% of bonus Health. Active: Gain 100 Armor and Magic Resistance for 6 seconds. Hammer the nearest enemy 3 times; each deals 260/260/525% Attack Damage physical damage and heals for 5/5/10% of Poppy's max Health, increased by Ability Power. If this kills an enemy, slam an additional time.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,MR,100,—,—,Once,6,Direct
Set 10,Poppy,4 Gold,ADTank,Emo,,Mosher,,1,Bonus-HP Hammer Mosher,"Passive: Gain Attack Damage equal to 3% of bonus Health. Active: Gain 100 Armor and Magic Resistance for 6 seconds. Hammer the nearest enemy 3 times; each deals 260/260/525% Attack Damage physical damage and heals for 5/5/10% of Poppy's max Health, increased by Ability Power. If this kills an enemy, slam an additional time.",2,Active,After Step 1,—,Self,Cast,Nearest enemy,—,—,1,3,—,Consecutive,—,Same to Aim Target,Attack,Damage,260/260/525% AD,—,—,Once,—,Direct
Set 10,Poppy,4 Gold,ADTank,Emo,,Mosher,,1,Bonus-HP Hammer Mosher,"Passive: Gain Attack Damage equal to 3% of bonus Health. Active: Gain 100 Armor and Magic Resistance for 6 seconds. Hammer the nearest enemy 3 times; each deals 260/260/525% Attack Damage physical damage and heals for 5/5/10% of Poppy's max Health, increased by Ability Power. If this kills an enemy, slam an additional time.",2,Active,After Step 1,—,Self,Cast,Nearest enemy,—,—,1,3,—,Consecutive,—,Self,Buff,Heal,5/5/10% max HP,—,increased by AP,Once,—,Direct
Set 10,Poppy,4 Gold,ADTank,Emo,,Mosher,,1,Bonus-HP Hammer Mosher,"Passive: Gain Attack Damage equal to 3% of bonus Health. Active: Gain 100 Armor and Magic Resistance for 6 seconds. Hammer the nearest enemy 3 times; each deals 260/260/525% Attack Damage physical damage and heals for 5/5/10% of Poppy's max Health, increased by Ability Power. If this kills an enemy, slam an additional time.",3,Active,On Kill,—,Self,Cast,Nearest enemy,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,260/260/525% AD,—,—,Once,—,Direct
